守卫编号,是否加载,所处地图,所处地名,所处坐标x,所处坐标y,所处方向,守卫名字,移动坐标,移动阻塞
6733,TRUE,147,盟重省,937,514,右上,武馆教头02,0,TRUE
6739,TRUE,147,盟重省,1010,521,右上,平民06,0,TRUE
6739,TRUE,147,盟重省,999,497,下方,平民06,0,TRUE
6771,TRUE,147,盟重省,921,539,下方,陈叔,0,TRUE
6772,TRUE,147,盟重省,948,540,右上,盟容,0,TRUE
6776,TRUE,147,盟重省,914,521,右下,红菇,0,TRUE
6783,TRUE,147,盟重省,968,480,左下,老沙,0,TRUE
6783,TRUE,147,盟重省,933,528,左下,老沙,0,TRUE
6784,TRUE,147,盟重省,979,481,右下,沙千秋,0,TRUE
6785,TRUE,147,盟重省,908,310,左下,小贩,0,TRUE
6786,TRUE,147,盟重省,716,996,左下,夏悦来,0,TRUE
6786,TRUE,147,盟重省,963,475,左下,夏悦来,0,TRUE
6791,TRUE,147,盟重省,913,543,下方,三爷,0,TRUE
6792,TRUE,147,盟重省,831,536,左下,史万千,0,TRUE
6792,TRUE,147,盟重省,752,969,下方,史万千,0,TRUE
6793,TRUE,147,盟重省,924,754,左下,虾老大05,0,TRUE
6794,TRUE,147,盟重省,908,523,左下,黄家肉铺掌柜01,0,TRUE
6795,TRUE,147,盟重省,1012,624,右下,小虾米01,0,TRUE
6796,TRUE,147,盟重省,927,523,左方,蒙君毅01,0,TRUE
6797,TRUE,147,盟重省,995,541,右下,玲月06,0,TRUE
6798,TRUE,147,盟重省,925,521,左方,老兵01,0,TRUE
6799,TRUE,147,盟重省,862,570,左下,流浪汉01,0,TRUE
6807,TRUE,147,盟重省,909,544,下方,四爷,0,TRUE
6809,TRUE,147,盟重省,906,540,左下,五爷,0,TRUE
6994,FALSE,147,盟重省,931,529,左下,勇者商人01,0,TRUE
6997,TRUE,147,盟重省,974,486,右下,秦天01,0,TRUE
6999,TRUE,147,盟重省,945,521,右方,猎魔暗使,0,TRUE
7001,TRUE,147,盟重省,950,542,右上,雕爷,0,TRUE
7101,TRUE,147,盟重省,927,519,左上,玛法福利官,0,TRUE
7111,TRUE,147,盟重省,892,526,左下,思景01,0,TRUE
7119,TRUE,147,盟重省,935,506,左下,玛法通驿,0,TRUE
7144,TRUE,147,盟重省,945,536,右下,宝珍多,0,TRUE
7147,TRUE,147,盟重省,897,531,左下,神佑祭司,0,TRUE
7151,TRUE,147,盟重省,945,523,右方,直升礼官,0,TRUE
7179,TRUE,147,盟重省,929,510,右上,陈百战,0,TRUE
8461,TRUE,147,盟重省,938,507,左下,公告牌1,0,TRUE
8465,TRUE,147,盟重省,719,999,左下,林达,0,TRUE
8488,TRUE,147,盟重省,914,532,上方,荀守仁,0,TRUE
8489,TRUE,147,盟重省,913,532,左上,追风,0,TRUE
8513,TRUE,147,盟重省,620,816,右下,眉三娘,0,TRUE
8514,TRUE,147,盟重省,625,814,右下,沙巧巧,0,TRUE
8515,TRUE,147,盟重省,622,810,右下,柳扶风,0,TRUE
9658,TRUE,147,盟重省,922,528,左上,神秘学者,0,TRUE
6339,TRUE,147,盟重省,919,517,左下,战功统领,0,TRUE
6447,TRUE,147,盟重省,905,539,左下,虹锋,0,TRUE
6160,FALSE,147,盟重省,941,519,右下,玛法特使,0,TRUE
6277,FALSE,147,盟重省,931,529,下方,新年活动大使,0,TRUE
6414,TRUE,147,盟重省,618,820,下方,神秘饰品商01,0,TRUE
6552,FALSE,147,盟重省,942,526,下方,玛法老人03,0,TRUE
6703,TRUE,147,盟重省,939,557,下方,平民02,0,TRUE
6704,TRUE,147,盟重省,935,559,下方,平民3,0,TRUE
6778,TRUE,147,盟重省,586,858,下方,平民3,0,TRUE
6779,FALSE,147,盟重省,657,856,下方,刀妹,0,TRUE
7157,FALSE,147,盟重省,939,529,下方,小鹏仔,0,TRUE
9667,TRUE,147,盟重省,929,527,下方,铜贝贝,0,TRUE
9669,TRUE,147,盟重省,933,513,下方,兽人军需官,0,TRUE
6801,TRUE,148,死亡峡谷一层,1307,545,左下,虾老大06,0,TRUE
7178,TRUE,148,死亡峡谷一层,1199,525,下方,虾老大08,0,TRUE
6813,TRUE,149,石墓一层,1070,483,右下,麻老02,0,TRUE
6815,TRUE,149,石墓一层,1078,476,右下,钱一万,0,TRUE
6812,TRUE,149,石墓一层,1074,472,左上,虾老大01,0,TRUE
8617,TRUE,152,沙巴克,1014,509,右下,沙巴克公告牌,0,TRUE
6121,TRUE,152,沙巴克,1054,586,右下,高经验点,0,TRUE
6121,TRUE,152,沙巴克,1054,591,右上,高经验点,0,TRUE
6121,TRUE,152,沙巴克,1059,586,左下,高经验点,0,TRUE
6121,TRUE,152,沙巴克,1059,591,左上,高经验点,0,TRUE
6200,TRUE,152,沙巴克,517,1016,右下,李药师,0,TRUE
6912,TRUE,152,沙巴克,195,1346,右下,流影,0,TRUE
6913,TRUE,152,沙巴克,264,1277,右下,无崖,0,TRUE
6914,TRUE,152,沙巴克,655,882,右下,墨风,0,TRUE
6915,TRUE,152,沙巴克,461,1069,右下,唐巧,0,TRUE
6916,TRUE,152,沙巴克,596,940,右下,老十,0,TRUE
6917,TRUE,152,沙巴克,520,1013,右下,丹心,0,TRUE
6918,TRUE,152,沙巴克,403,1123,右上,铁如意,0,TRUE
6919,TRUE,152,沙巴克,1017,506,左下,沙城老兵,0,TRUE
6923,TRUE,152,沙巴克,1056,594,下方,沙城旗帜传送,0,TRUE
7119,TRUE,152,沙巴克,1090,511,左上,玛法通驿,0,TRUE
6266,TRUE,152,沙巴克,1136,529,左下,裁判,0,TRUE
6384,TRUE,152,沙巴克,1266,785,右下,城主护卫官,0,TRUE
6749,TRUE,153,比奇矿区,1095,241,左上,受伤的矿工,0,TRUE
6745,TRUE,153,比奇矿区二层,909,297,左下,逃兵,0,TRUE
6748,TRUE,154,比奇矿区三层,1093,286,左方,玄衣道长,0,TRUE
6747,TRUE,154,比奇矿区三层,960,424,下方,七叶长老,0,TRUE
6148,TRUE,155,沃玛寺庙二层,1055,485,右上,无为02,0,TRUE
6163,TRUE,155,沃玛寺庙二层,927,636,右下,使者01,0,TRUE
6762,TRUE,155,沃玛寺庙二层,931,741,下方,奇云生,0,TRUE
6763,TRUE,156,沃玛寺庙三层,903,315,右下,比奇老兵01,0,TRUE
6817,TRUE,159,石墓二层,1052,626,右下,虾老大02,0,TRUE
6817,TRUE,159,石墓二层,958,399,左下,虾老大02,0,TRUE
6820,TRUE,161,石墓四层,966,590,右上,蒙小茶01,0,TRUE
6165,TRUE,161,石墓四层,954,663,下方,使者03,0,TRUE
6663,TRUE,162,石墓五层,987,276,右上,药老,0,TRUE
6664,TRUE,162,石墓五层,989,278,右上,醉爷,0,TRUE
6819,TRUE,162,石墓五层,971,279,左下,虾老大04,0,TRUE
6814,TRUE,163,石墓阵,907,230,下方,魏铁生02,0,TRUE
6816,TRUE,163,石墓阵,681,456,下方,福娘,0,TRUE
6821,TRUE,164,虹魔教坛,1074,311,左下,蒙小茶02,0,TRUE
6831,TRUE,167,祖玛寺庙二层,1020,239,右下,玲雅01,0,TRUE
6834,TRUE,168,祖玛寺庙三层,990,377,右下,玲月08,0,TRUE
6836,TRUE,169,祖玛寺庙四层,1100,375,右下,祖玛教长老,0,TRUE
6166,TRUE,169,祖玛寺庙四层,1060,291,右下,使者04,0,TRUE
6150,TRUE,170,祖玛寺庙五层,980,366,右下,无为04,0,TRUE
6663,TRUE,171,祖玛阁,1006,71,左下,药老,0,TRUE
6664,TRUE,171,祖玛阁,1016,71,右下,醉爷,0,TRUE
6837,TRUE,171,祖玛阁,1011,71,右下,玲雅04,0,TRUE
6150,TRUE,171,祖玛阁,929,269,右下,无为04,0,TRUE
6832,TRUE,172,祖玛大厅,1097,181,右下,玲雅02,0,TRUE
6835,TRUE,175,祖玛寺长廊,1025,42,右下,小四,0,TRUE
4794,TRUE,179,监狱,1005,126,下方,典狱官,0,TRUE
4796,TRUE,183,经验武斗场,1023,81,左下,神秘剑客,0,TRUE
6121,TRUE,183,经验武斗场,1004,92,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1012,99,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1014,82,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1014,87,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1017,74,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1022,96,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1028,64,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1031,73,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1031,86,左方,高经验点,0,TRUE
6121,TRUE,183,经验武斗场,1039,76,左方,高经验点,0,TRUE
6102,TRUE,184,皇室宝库,1014,233,右方,宝库守卫,0,TRUE
6104,TRUE,185,困兽林,1065,166,右下,阿富02,0,TRUE
6105,TRUE,185,困兽林,1043,176,右下,富贵兽01,0,TRUE
6107,TRUE,186,随机长廊,1008,102,左方,阿贵02,0,TRUE
6841,TRUE,187,丛林迷宫,784,519,下方,清流,0,TRUE
6842,TRUE,187,丛林迷宫,1119,543,右方,方药师,0,TRUE
6843,TRUE,187,丛林迷宫,1305,950,右下,潘有财,0,TRUE
7122,TRUE,187,丛林迷宫,787,521,下方,赤月通驿,0,TRUE
6844,TRUE,191,赤月峡谷广场,1025,283,右下,小铃铛,0,TRUE
6175,TRUE,195,抉择之地,1004,246,右下,白十一,0,TRUE
6176,TRUE,195,抉择之地,1002,249,右下,幽妹10,0,TRUE
6663,TRUE,195,抉择之地,1027,256,下方,药老,0,TRUE
6664,TRUE,195,抉择之地,1030,256,下方,醉爷,0,TRUE
6845,TRUE,195,抉择之地,1017,328,右下,无涯,0,TRUE
6172,TRUE,195,抉择之地,1069,271,右下,无为06,0,TRUE
6173,TRUE,195,抉择之地,1046,320,右下,无为07,0,TRUE
6847,TRUE,197,山谷秘道,948,233,右下,龙战,0,TRUE
7121,TRUE,197,山谷秘道,1102,272,右下,香菇,0,TRUE
6802,TRUE,201,死亡峡谷二层,817,486,右上,受伤的法师,0,TRUE
6803,TRUE,201,死亡峡谷二层,819,489,右上,虾老大07,0,TRUE
7178,TRUE,201,死亡峡谷二层,886,599,下方,虾老大08,0,TRUE
6804,TRUE,202,死亡峡谷四层,770,532,左上,老吉,0,TRUE
6805,TRUE,202,死亡峡谷四层,789,545,下方,圆圆,0,TRUE
6806,TRUE,203,死亡峡谷六层,774,509,左下,玲月07,0,TRUE
6746,TRUE,207,尸王殿,1435,572,右方,飞虎1,0,TRUE
6163,TRUE,209,虫巢,1113,287,右方,使者01,0,TRUE
6164,TRUE,209,虫巢,1113,287,下方,使者02,0,TRUE
6113,TRUE,223,幽冥海一层,1086,219,左下,晓虹,0,TRUE
6119,TRUE,223,幽冥海一层,1083,217,左下,霓霜,0,TRUE
6141,TRUE,223,幽冥海一层,961,306,右上,白老六,0,TRUE
6804,TRUE,223,幽冥海一层,959,304,右上,老吉,0,TRUE
6120,TRUE,223,幽冥海一层,954,314,左下,啸浪,0,TRUE
6143,TRUE,223,幽冥海一层,854,424,下方,铁英,0,TRUE
6144,TRUE,224,幽冥海二层,981,431,右下,老夏,0,TRUE
6125,TRUE,224,幽冥海二层,1061,416,右上,白老七,0,TRUE
6804,TRUE,224,幽冥海二层,1068,420,右上,老吉,0,TRUE
6124,TRUE,224,幽冥海二层,966,628,左下,小虎,0,TRUE
6140,TRUE,225,幽冥海三层,902,554,左上,幽妹,0,TRUE
6804,TRUE,225,幽冥海三层,904,552,左上,老吉,0,TRUE
6138,TRUE,225,幽冥海三层,903,553,左上,白老八,0,TRUE
6118,TRUE,225,幽冥海三层,910,354,右下,渔翁,0,TRUE
6129,TRUE,226,幽冥海四层,1121,479,上方,神秘道尊01,0,TRUE
6130,TRUE,226,幽冥海四层,777,689,上方,神秘道尊02,0,TRUE
6140,TRUE,226,幽冥海四层,1150,257,右上,幽妹,0,TRUE
6139,TRUE,226,幽冥海四层,1146,253,上方,白老九,0,TRUE
6804,TRUE,226,幽冥海四层,1147,253,上方,老吉,0,TRUE
6117,TRUE,226,幽冥海四层,1148,253,右上,秀姑,0,TRUE
6099,TRUE,226,幽冥海四层,1130,396,下方,冥海裂隙,0,TRUE
6100,TRUE,226,幽冥海四层,954,214,下方,霓涟,0,TRUE
6111,TRUE,227,九层妖塔,1037,146,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,890,293,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,742,441,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,1157,266,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,1010,413,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,862,561,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,1300,409,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,1153,556,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,1005,704,右方,明河,0,TRUE
6111,TRUE,227,九层妖塔,604,579,右方,明河,0,TRUE
6115,TRUE,227,九层妖塔,1036,151,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,889,298,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,741,446,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,1156,271,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,1009,418,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,861,566,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,1299,414,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,1152,561,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,1004,709,右方,烈火祭坛,0,TRUE
6115,TRUE,227,九层妖塔,603,584,右方,烈火祭坛,0,TRUE
6116,TRUE,227,九层妖塔,1020,151,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,873,298,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,725,446,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,1140,271,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,993,418,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,845,566,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,1283,414,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,1136,561,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,988,709,右方,寒冰祭坛,0,TRUE
6116,TRUE,227,九层妖塔,589,584,右方,寒冰祭坛,0,TRUE
6883,TRUE,228,公会温泉,1020,480,0,夏家婶婶02,0,TRUE
6100,TRUE,229,冥海秘窟,1113,558,下方,霓涟,0,TRUE
6139,TRUE,229,冥海秘窟,1111,557,左方,白老九,0,TRUE
6216,TRUE,231,魔龙城,1079,500,右下,萍儿,0,TRUE
6219,TRUE,231,魔龙城,1067,488,右下,三彩,0,TRUE
6221,TRUE,231,魔龙城,1054,477,右下,洪力,0,TRUE
6222,TRUE,231,魔龙城,1041,514,右下,玉阴子,0,TRUE
6223,TRUE,231,魔龙城,1030,501,右下,炎伯,0,TRUE
6225,TRUE,231,魔龙城,1054,526,右下,优姬,0,TRUE
6235,TRUE,231,魔龙城,1051,497,右下,墨香,0,TRUE
6236,TRUE,231,魔龙城,1043,497,左下,墨灵,0,TRUE
6435,TRUE,231,魔龙城,1051,489,右上,神秘书商,0,TRUE
6497,TRUE,231,魔龙城,1036,503,左下,将进酒,0,TRUE
6723,TRUE,231,魔龙城,1085,471,左下,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1090,476,左下,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1026,477,右下,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1031,472,右下,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1026,530,右上,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1031,535,右上,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1027,539,右上,卫士01,0,TRUE
6723,TRUE,231,魔龙城,1022,534,右上,卫士01,0,TRUE
6724,TRUE,231,魔龙城,1056,506,右下,弓箭卫士,0,TRUE
6724,TRUE,231,魔龙城,1060,502,右下,弓箭卫士,0,TRUE
6851,TRUE,231,魔龙城,1059,505,右下,龙火,0,TRUE
6852,TRUE,231,魔龙城,881,404,左下,元飞,0,TRUE
7119,TRUE,231,魔龙城,1043,489,左上,玛法通驿,0,TRUE
6853,TRUE,232,魔龙东郊,1021,532,下方,阿宝01,0,TRUE
6854,TRUE,232,魔龙东郊,1105,247,右上,小虎01,0,TRUE
7123,TRUE,232,魔龙东郊,1121,574,下方,魔龙通驿,0,TRUE
6228,TRUE,233,魔龙西郊,1041,411,右方,雷老大03,0,TRUE
6858,TRUE,233,魔龙西郊,930,494,右方,龙渊,0,TRUE
7123,TRUE,233,魔龙西郊,1224,568,下方,魔龙通驿,0,TRUE
6855,TRUE,234,东林间胜地,1046,382,下方,炎老,0,TRUE
6230,TRUE,235,魔龙旧寨,1029,348,下方,龙魄,0,TRUE
6230,TRUE,236,魔龙祭坛,1135,385,右下,龙魄,0,TRUE
6856,TRUE,236,魔龙祭坛,990,329,右方,阿罗,0,TRUE
6859,TRUE,237,西林间胜地,970,444,下方,素云,0,TRUE
6860,TRUE,238,魔龙沼泽,954,323,上方,黑牛,0,TRUE
6227,TRUE,239,魔龙岭,1067,471,下方,雷老大02,0,TRUE
6857,TRUE,241,东魔龙关,1096,257,右方,雷老大01,0,TRUE
6232,TRUE,243,龙源血路,1015,369,上方,老药叔,0,TRUE
6226,TRUE,244,魔龙血域,1052,418,右方,神秘人,0,TRUE
6229,TRUE,244,魔龙血域,984,395,下方,雷老大04,0,TRUE
7121,TRUE,244,魔龙血域,906,357,下方,香菇,0,TRUE
6414,TRUE,251,巅峰赛王城2,948,463,下方,道哥31,0,TRUE
7004,TRUE,36,魔龙幻境,1058,504,下方,龙火02,0,TRUE
